Date,Currency_Code,Impact,Actual,Previous,Actual_Val,Forecast_Val,Previous_Val
2022-06-10T08:00:00.000Z,CNY,low,1,0,"1,890.0B","1,100.0B",645.4B
2022-06-10T08:00:00.000Z,CNY,low,1,0,-12.6%,-35.0%,-47.6%
2022-06-10T12:30:00.000Z,CAD,med,-1,0,-95.8k,-7.0k,47.1k
2022-06-10T12:30:00.000Z,CAD,med,1,0,135.4k,18.0k,-31.6k
2022-06-10T12:30:00.000Z,CAD,med,1,0,65.3%,65.2%,65.3%
2022-06-10T12:30:00.000Z,CAD,high,1,0,5.1%,5.2%,5.2%
2022-06-10T12:30:00.000Z,CAD,med,1,0,39.8k,11.0k,15.3k
2022-06-10T12:30:00.000Z,CAD,low,0,0,4.5%,,3.4%
2022-06-10T12:30:00.000Z,CAD,low,-1,-1,82.0%,82.3%,82.9%
2022-06-10T12:30:00.000Z,USD,high,0,0,6.0%,6.0%,6.2%
2022-06-10T12:30:00.000Z,USD,high,1,0,8.6%,8.3%,8.3%
2022-06-10T12:30:00.000Z,USD,med,1,0,1.0%,0.6%,0.3%
2022-06-10T12:30:00.000Z,USD,med,-1,0,0.6%,0.8%,0.6%
2022-06-10T13:45:00.000Z,EUR,med,0,0,,,
2022-06-10T14:00:00.000Z,EUR,low,-1,0,7.4B,13.2B,18.8B
2022-06-10T14:00:00.000Z,USD,low,1,0,5.4%,5.3%,5.3%
2022-06-10T14:00:00.000Z,USD,high,-1,0,50.2,59.0,58.4
2022-06-10T14:00:00.000Z,USD,low,-1,0,55.4,63.5,63.3
2022-06-10T14:00:00.000Z,USD,low,1,0,3.3%,3.0%,3.0%
2022-06-10T14:00:00.000Z,USD,low,-1,0,46.8,56.0,55.2
2022-06-10T15:00:00.000Z,EUR,low,0,0,,,
2022-06-10T15:00:00.000Z,EUR,low,0,0,,,
2022-06-10T16:00:00.000Z,USD,low,0,0,,,
2022-06-10T17:00:00.000Z,USD,low,0,0,733.0,,727.0
2022-06-10T17:00:00.000Z,USD,low,0,0,580.0,,574.0
2022-06-10T18:00:00.000Z,USD,med,1,0,-66.0B,-143.0B,308.0B
2022-06-11T07:10:00.000Z,EUR,low,0,0,,,
2022-06-12T22:45:00.000Z,NZD,low,-1,0,70.1%,115.0%,517.0%
2022-06-12T23:50:00.000Z,JPY,low,-1,0,-9.9%,2.7%,-7.6%
2022-06-13,AUD,low,0,0,,,
2022-06-13T06:00:00.000Z,GBP,med,0,0,0.2%,0.2%,0.8%
2022-06-13T06:00:00.000Z,GBP,med,1,0,-8.5B,-11.8B,-11.55B
2022-06-13T06:00:00.000Z,GBP,med,1,0,3.9%,2.0%,4.7%
2022-06-13T06:00:00.000Z,GBP,med,-1,0,0.7%,1.2%,0.7%
2022-06-13T06:00:00.000Z,GBP,low,-1,0,-0.6%,0.2%,-0.2%
2022-06-13T06:00:00.000Z,GBP,high,-1,0,0.5%,1.1%,1.9%
2022-06-13T06:00:00.000Z,GBP,high,-1,0,-1.0%,0.1%,-0.2%
2022-06-13T06:00:00.000Z,GBP,med,1,0,-20.89B,-24.2B,-23.9B
2022-06-13T06:00:00.000Z,GBP,low,0,0,3.4%,3.4%,6.4%
2022-06-13T06:00:00.000Z,GBP,high,-1,0,-0.3%,0.0%,-0.1%
2022-06-13T06:00:00.000Z,GBP,med,1,0,-10.99B,-14.1B,-13.8B
2022-06-13T11:30:00.000Z,GBP,low,-1,-1,-0.1%,0.1%,0.3%
2022-06-13T13:00:00.000Z,EUR,low,0,0,0.53%,,0.24%
2022-06-13T13:00:00.000Z,EUR,low,0,0,-0.46%,,-0.56%
2022-06-13T13:00:00.000Z,EUR,low,0,0,-0.18%,,-0.3%
2022-06-13T15:00:00.000Z,USD,low,1,0,6.6%,6.2%,6.3%
2022-06-13T15:30:00.000Z,USD,low,0,0,1.64%,,1.23%
2022-06-13T15:30:00.000Z,USD,low,0,0,2.16%,,1.71%
2022-06-13T18:00:00.000Z,USD,med,0,0,,,
2022-06-13T22:45:00.000Z,NZD,low,1,0,6.8%,6.7%,6.4%
2022-06-14T01:30:00.000Z,AUD,high,-1,0,6.0,12.0,10.0
2022-06-14T04:00:00.000Z,CNY,med,1,0,17.3%,17.0%,20.5%
2022-06-14T04:30:00.000Z,JPY,med,-1,0,-1.5%,-1.3%,0.3%
2022-06-14T04:30:00.000Z,JPY,low,-1,0,-4.9%,-4.8%,-1.7%
2022-06-14T04:30:00.000Z,JPY,low,1,0,0.0%,-0.8%,-1.6%
2022-06-14T06:00:00.000Z,EUR,low,0,0,1.1%,1.1%,0.7%
2022-06-14T06:00:00.000Z,EUR,low,0,0,8.7%,8.7%,7.8%
2022-06-14T06:00:00.000Z,EUR,med,0,0,0.9%,0.9%,0.8%
2022-06-14T06:00:00.000Z,EUR,med,0,0,7.9%,7.9%,7.4%
2022-06-14T06:00:00.000Z,GBP,low,1,0,4.2%,4.1%,4.2%
2022-06-14T06:00:00.000Z,GBP,med,-1,0,6.8%,7.5%,7.0%
2022-06-14T06:00:00.000Z,GBP,high,-1,0,3.8%,3.7%,3.7%
2022-06-14T06:00:00.000Z,GBP,high,1,-1,-19.7k,-29.0k,-56.9k
2022-06-14T06:00:00.000Z,GBP,med,1,0,177.0k,95.0k,83.0k
2022-06-14T06:00:00.000Z,EUR,med,-1,0,1.0%,1.3%,2.1%
2022-06-14T06:00:00.000Z,EUR,med,-1,0,22.9%,23.3%,23.8%
2022-06-14T07:00:00.000Z,EUR,low,0,0,,,
2022-06-14T09:00:00.000Z,EUR,med,-1,0,-28.0,-25.9,-29.5
2022-06-14T09:00:00.000Z,EUR,med,1,0,-27.6,-35.0,-36.5
2022-06-14T09:00:00.000Z,EUR,med,1,0,-28.0,-31.8,-34.3
2022-06-14T09:30:00.000Z,EUR,low,0,0,1.18%,,0.29%
2022-06-14T10:00:00.000Z,USD,low,1,0,93.1,93.0,93.2
2022-06-14T12:30:00.000Z,CAD,low,-1,0,143.15k,151.0k,144.6k
2022-06-14T12:30:00.000Z,CAD,low,1,1,1.7%,1.6%,2.5%
2022-06-14T12:30:00.000Z,USD,med,0,-1,0.5%,0.5%,0.4%
2022-06-14T12:30:00.000Z,USD,low,-1,-1,8.3%,8.8%,8.8%
2022-06-14T12:30:00.000Z,USD,low,-1,-1,10.8%,11.0%,11.0%
2022-06-14T12:30:00.000Z,USD,high,1,-1,0.8%,0.7%,0.5%
2022-06-14T12:55:00.000Z,USD,low,0,0,11.4%,,12.4%
2022-06-14T14:00:00.000Z,USD,med,-1,0,38.1,41.0,41.2
2022-06-14T15:30:00.000Z,USD,low,0,0,3.02%,,2.1%
2022-06-14T20:30:00.000Z,USD,med,0,0,0.74M,,1.85M
2022-06-14T22:45:00.000Z,NZD,med,-1,-1,-6.14B,-4.5B,-7.26B
2022-06-14T23:00:00.000Z,JPY,med,1,0,9.0,4.0,5.0
2022-06-14T23:50:00.000Z,JPY,med,1,0,19.0%,6.0%,7.6%
2022-06-14T23:50:00.000Z,JPY,med,1,0,10.8%,-1.2%,7.1%
2022-06-15,EUR,high,0,0,,,
2022-06-15T00:30:00.000Z,AUD,high,-1,-1,-4.5%,-0.5%,90.4%
2022-06-15T00:30:00.000Z,AUD,high,-1,0,86.4,90.0,90.4
2022-06-15T01:30:00.000Z,AUD,low,0,0,,25.0%,23.7%
2022-06-15T01:30:00.000Z,AUD,low,0,0,,1.8%,4.7%
2022-06-15T02:00:00.000Z,CNY,low,-1,0,5.9%,6.1%,6.1%
2022-06-15T02:00:00.000Z,CNY,med,1,0,-6.7%,-7.5%,-11.1%
2022-06-15T02:00:00.000Z,CNY,med,1,0,0.7%,-0.8%,-2.9%
2022-06-15T02:00:00.000Z,CNY,med,1,0,6.2%,5.9%,6.8%
2022-06-15T04:30:00.000Z,JPY,low,1,0,0.7%,0.3%,1.3%
2022-06-15T06:30:00.000Z,CHF,low,-1,0,0.9%,1.5%,1.3%
2022-06-15T06:30:00.000Z,CHF,low,-1,0,6.9%,7.1%,6.7%
2022-06-15T06:45:00.000Z,EUR,low,1,0,0.7%,0.6%,0.4%
2022-06-15T06:45:00.000Z,EUR,low,0,0,5.2%,5.2%,4.8%
2022-06-15T06:45:00.000Z,EUR,low,1,0,0.8%,0.7%,0.5%
2022-06-15T06:45:00.000Z,EUR,low,0,0,5.8%,5.8%,5.4%
2022-06-15T07:00:00.000Z,CHF,med,0,0,,,
2022-06-15T08:00:00.000Z,EUR,med,0,0,,,
2022-06-15T09:00:00.000Z,EUR,med,-1,1,0.4%,0.7%,-1.8%
2022-06-15T09:00:00.000Z,EUR,low,-1,1,-2.0%,-0.6%,-0.8%
2022-06-15T09:00:00.000Z,EUR,med,-1,0,-32.4B,-23.0B,-16.4B
2022-06-15T09:15:00.000Z,EUR,low,0,0,,,
2022-06-15T11:00:00.000Z,USD,low,0,0,6.6%,,-6.5%
2022-06-15T11:00:00.000Z,USD,low,0,0,5.65%,,5.4%
2022-06-15T11:00:00.000Z,USD,low,0,0,735.5,,709.5
2022-06-15T11:00:00.000Z,USD,low,0,0,307.4,,288.4
2022-06-15T11:00:00.000Z,USD,low,0,0,225.0,,208.2
2022-06-15T12:15:00.000Z,CAD,med,1,0,287.3k,253.0k,267.3k
2022-06-15T12:30:00.000Z,USD,low,-1,-1,0.1%,0.8%,1.0%
2022-06-15T12:30:00.000Z,USD,low,-1,0,11.7%,11.9%,12.0%
2022-06-15T12:30:00.000Z,USD,low,1,0,18.9%,18.3%,18.0%
2022-06-15T12:30:00.000Z,USD,med,-1,1,0.6%,1.0%,0.0%
2022-06-15T12:30:00.000Z,USD,med,1,1,2.8%,1.0%,0.6%
2022-06-15T12:30:00.000Z,USD,med,-1,0,-1.2,3.1,-11.6
2022-06-15T12:30:00.000Z,USD,low,1,-1,8.1%,7.1%,8.2%
2022-06-15T12:30:00.000Z,USD,med,-1,-1,0.5%,0.7%,0.6%
2022-06-15T12:30:00.000Z,USD,high,-1,-1,-0.3%,0.3%,0.9%
2022-06-15T13:15:00.000Z,EUR,low,0,0,,,
2022-06-15T14:00:00.000Z,USD,med,1,1,1.2%,1.1%,2.0%
2022-06-15T14:00:00.000Z,USD,med,-1,0,67.0,69.0,69.0
2022-06-15T14:00:00.000Z,USD,low,1,0,1.7%,1.5%,3.5%
2022-06-15T14:30:00.000Z,USD,low,0,0,-0.07M,,0.35M
2022-06-15T14:30:00.000Z,USD,low,0,0,-0.37M,,-0.51M
2022-06-15T14:30:00.000Z,USD,low,0,0,-0.02M,,0.07M
2022-06-15T14:30:00.000Z,USD,low,0,0,0.73M,,2.59M
2022-06-15T14:30:00.000Z,USD,low,0,0,-0.06M,,0.02M
2022-06-15T14:30:00.000Z,USD,low,0,0,-0.83M,,-1.59M
2022-06-15T14:30:00.000Z,USD,med,0,0,1.96M,,2.03M
2022-06-15T14:30:00.000Z,USD,low,0,0,-0.66M,,1.69M
2022-06-15T14:30:00.000Z,USD,med,0,0,-0.71M,,-0.81M
2022-06-15T16:20:00.000Z,EUR,med,0,0,,,
2022-06-15T18:00:00.000Z,USD,high,0,0,1.75%,1.75%,1.0%
2022-06-15T18:00:00.000Z,USD,high,0,0,,,
2022-06-15T18:00:00.000Z,USD,med,0,0,2.5%,,2.4%
2022-06-15T18:00:00.000Z,USD,med,0,0,,,
2022-06-15T18:00:00.000Z,USD,med,0,0,3.4%,,2.8%
2022-06-15T18:00:00.000Z,USD,med,0,0,3.8%,,2.8%
2022-06-15T18:00:00.000Z,USD,med,0,0,3.4%,,1.9%
2022-06-15T18:30:00.000Z,USD,high,0,0,,,
2022-06-15T20:00:00.000Z,USD,low,0,0,-1.2B,,48.8B
2022-06-15T20:00:00.000Z,USD,med,0,0,87.7B,,23.1B
2022-06-15T20:00:00.000Z,USD,low,0,-1,1.3B,,149.2B
2022-06-15T22:45:00.000Z,NZD,med,0,0,1.2%,1.2%,3.1%
2022-06-15T22:45:00.000Z,NZD,med,-1,0,-0.2%,0.6%,3.0%
2022-06-15T23:50:00.000Z,JPY,low,1,1,48.9%,37.0%,28.2%
2022-06-15T23:50:00.000Z,JPY,high,-1,-1,"-2,384.7B","-1,750.0B",-839.2B
2022-06-15T23:50:00.000Z,JPY,med,1,0,15.8%,13.0%,12.5%
2022-06-15T23:50:00.000Z,JPY,low,0,-1,206.4B,,-122.2B
2022-06-15T23:50:00.000Z,JPY,low,0,1,-867.2B,,-840.8B
2022-06-16,EUR,low,0,0,,,
2022-06-16,EUR,med,0,0,,,
2022-06-16,EUR,low,0,0,,,
2022-06-16T01:00:00.000Z,AUD,low,1,0,6.7%,5.0%,5.0%
2022-06-16T01:30:00.000Z,AUD,high,0,0,,,
2022-06-16T01:30:00.000Z,CNY,med,-1,0,-0.1%,0.5%,0.7%
2022-06-16T01:30:00.000Z,AUD,low,-1,-1,-8.7k,60.0k,-88.4k
2022-06-16T01:30:00.000Z,AUD,low,1,1,66.7%,66.3%,66.3%
2022-06-16T01:30:00.000Z,AUD,med,1,1,69.4k,-40.0k,92.4k
2022-06-16T01:30:00.000Z,AUD,high,0,0,3.9%,3.9%,3.9%
2022-06-16T01:30:00.000Z,AUD,med,1,1,60.6k,20.0k,4.0k
2022-06-16T04:30:00.000Z,CHF,low,0,0,,,
2022-06-16T07:30:00.000Z,CHF,med,1,0,-0.25%,-0.75%,-0.75%
2022-06-16T07:50:00.000Z,EUR,low,0,0,,,
2022-06-16T08:30:00.000Z,CHF,med,0,0,,,
2022-06-16T08:30:00.000Z,EUR,low,0,0,,,
2022-06-16T09:00:00.000Z,EUR,low,1,0,3.2%,2.7%,1.9%
2022-06-16T09:00:00.000Z,EUR,low,-1,0,2.7%,3.4%,1.5%
2022-06-16T09:00:00.000Z,EUR,low,0,0,2.01%,,1.06%
2022-06-16T09:00:00.000Z,EUR,low,0,0,1.59%,,0.63%
2022-06-16T09:00:00.000Z,EUR,low,0,0,,,
2022-06-16T11:00:00.000Z,GBP,high,0,0,1.25%,1.25%,1.0%
2022-06-16T11:00:00.000Z,GBP,med,0,0,,,
2022-06-16T11:00:00.000Z,GBP,med,0,0,0.0,,0.0
2022-06-16T11:00:00.000Z,GBP,med,0,0,0.0,,0.0
2022-06-16T11:00:00.000Z,GBP,med,0,0,9.0,,9.0
2022-06-16T11:00:00.000Z,GBP,med,0,0,,,
2022-06-16T12:30:00.000Z,USD,high,-1,1,1.55M,1.69M,1.72M
2022-06-16T12:30:00.000Z,USD,high,-1,0,1.7M,1.79M,1.82M
2022-06-16T12:30:00.000Z,USD,med,-1,1,-14.4%,-1.5%,-0.2%
2022-06-16T12:30:00.000Z,USD,med,-1,1,-7.0%,-1.7%,-3.2%
2022-06-16T12:30:00.000Z,USD,med,-1,0,-3.3,4.0,2.6
2022-06-16T12:30:00.000Z,USD,low,-1,0,-6.8,3.0,2.5
2022-06-16T12:30:00.000Z,USD,low,1,0,11.7,9.0,9.6
2022-06-16T12:30:00.000Z,USD,low,1,0,28.1,25.0,25.5
2022-06-16T12:30:00.000Z,USD,low,-1,0,-12.4,23.0,22.1
2022-06-16T12:30:00.000Z,USD,low,-1,0,64.5,78.0,78.9
2022-06-16T12:30:00.000Z,USD,low,1,-1,218.5k,228.0k,215.0k
2022-06-16T12:30:00.000Z,USD,low,0,-1,"1,312.0k","1,312.0k","1,306.0k"
2022-06-16T12:30:00.000Z,USD,med,1,-1,229.0k,240.0k,229.0k
2022-06-16T12:30:00.000Z,CAD,low,-1,1,-0.5%,0.2%,0.3%
2022-06-16T14:30:00.000Z,USD,low,0,0,92.0Bcf,,97.0Bcf
2022-06-16T15:30:00.000Z,USD,low,0,0,1.47%,,1.15%
2022-06-16T15:30:00.000Z,USD,low,0,0,1.18%,,1.04%
2022-06-16T16:00:00.000Z,CAD,low,0,0,,,2.59%
2022-06-16T17:00:00.000Z,EUR,low,0,0,,,
2022-06-16T22:30:00.000Z,NZD,med,1,0,52.9,52.0,51.2
2022-06-17T03:00:00.000Z,JPY,high,0,0,-0.1%,-0.1%,-0.1%
2022-06-17T09:00:00.000Z,EUR,low,0,0,0.8%,0.8%,0.6%
2022-06-17T09:00:00.000Z,EUR,low,0,0,3.8%,3.8%,3.5%
2022-06-17T09:00:00.000Z,EUR,med,0,0,8.1%,8.1%,7.4%
2022-06-17T09:00:00.000Z,EUR,low,0,0,116.07,116.07,115.11
2022-06-17T12:30:00.000Z,CAD,low,-1,-1,37.4%,39.7%,38.4%
2022-06-17T12:30:00.000Z,CAD,low,1,-1,2.5%,1.5%,-2.0%
2022-06-17T12:30:00.000Z,CAD,low,0,-1,22.23B,,46.94B
2022-06-17T12:30:00.000Z,CAD,low,0,-1,29.2B,,-23.98B
2022-06-17,CAD,low,0,0,,,
2022-06-17T12:30:00.000Z,CAD,low,-1,0,15.0%,16.2%,16.4%
2022-06-17T12:30:00.000Z,CAD,low,1,0,1.7%,0.7%,0.8%
2022-06-17T12:45:00.000Z,USD,med,0,0,,,
2022-06-17T13:15:00.000Z,USD,low,-1,-1,79.0%,79.1%,79.0%
2022-06-17T13:15:00.000Z,USD,low,1,0,4.8%,4.3%,5.8%
2022-06-17T13:15:00.000Z,USD,med,1,-1,5.8%,4.9%,6.4%
2022-06-17T13:15:00.000Z,USD,med,-1,1,0.2%,0.7%,1.1%
2022-06-17T13:15:00.000Z,USD,low,-1,0,-0.1%,0.5%,0.8%
2022-06-17T14:00:00.000Z,USD,low,-1,-1,-0.4%,-0.1%,-0.3%
2022-06-17T17:00:00.000Z,USD,low,0,0,740.0,,733.0
2022-06-17T17:00:00.000Z,USD,low,0,0,584.0,,580.0
2022-06-18T20:40:00.000Z,USD,med,0,0,,,
2022-06-19T22:30:00.000Z,NZD,low,1,1,55.2,52.0,51.4
2022-06-19T23:10:00.000Z,AUD,med,0,0,,,
2022-06-20,USD,low,0,0,,,
2022-06-20T01:15:00.000Z,CNY,med,0,0,3.7%,3.7%,3.7%
2022-06-20T01:15:00.000Z,CNY,med,0,0,4.45%,4.45%,4.45%
2022-06-20T06:00:00.000Z,EUR,med,-1,0,1.6%,1.7%,2.8%
2022-06-20T06:00:00.000Z,EUR,low,-1,0,33.6%,33.8%,33.5%
2022-06-20T07:00:00.000Z,EUR,low,0,0,,,
2022-06-20T08:00:00.000Z,GBP,low,0,0,,,
2022-06-20T09:00:00.000Z,EUR,med,1,1,3.0%,-5.0%,3.3%
2022-06-20T09:00:00.000Z,EUR,low,0,0,,,
2022-06-20T09:30:00.000Z,EUR,low,0,0,0.69%,,-0.11%
2022-06-20T10:00:00.000Z,EUR,low,0,0,,,
2022-06-20T13:00:00.000Z,EUR,low,0,0,0.71%,,0.53%
2022-06-20T13:00:00.000Z,EUR,low,0,0,-0.1%,,-0.18%
2022-06-20T13:00:00.000Z,EUR,low,0,0,-0.47%,,-0.46%
2022-06-20T13:00:00.000Z,GBP,med,0,0,,,
2022-06-20T13:00:00.000Z,EUR,med,0,0,,,
2022-06-20T17:00:00.000Z,EUR,low,0,0,,,
2022-06-20T19:30:00.000Z,EUR,low,0,0,,,
2022-06-20T23:00:00.000Z,NZD,low,-1,0,78.7,90.2,92.1
2022-06-21T00:00:00.000Z,AUD,med,0,0,,,
2022-06-21T01:30:00.000Z,AUD,high,0,0,,,
2022-06-21T03:35:00.000Z,JPY,low,0,0,0.08%,,0.02%
2022-06-21T06:00:00.000Z,CHF,med,-1,-1,2.0B,2.7B,3.8B
2022-06-21T06:15:00.000Z,EUR,low,0,0,,,
2022-06-21T07:15:00.000Z,GBP,low,0,0,,,
2022-06-21T08:00:00.000Z,EUR,low,-1,0,-5.4B,16.0B,8.66B
2022-06-21T10:00:00.000Z,GBP,med,1,0,18.0,15.0,26.0
2022-06-21T10:30:00.000Z,EUR,low,0,0,,,
2022-06-21T11:30:00.000Z,EUR,low,0,0,,,
2022-06-21T12:30:00.000Z,CAD,low,1,0,0.5%,0.2%,0.3%
2022-06-21T12:30:00.000Z,CAD,low,-1,0,8.4%,8.7%,9.4%
2022-06-21T12:30:00.000Z,CAD,med,-1,1,1.3%,1.8%,2.4%
2022-06-21T12:30:00.000Z,CAD,low,1,1,9.2%,3.1%,2.7%
2022-06-21T12:30:00.000Z,CAD,med,1,1,0.9%,0.7%,0.0%
2022-06-21T12:30:00.000Z,USD,med,-1,-1,0.01,0.32,0.47
2022-06-21T13:00:00.000Z,USD,med,0,0,,,
2022-06-21T14:00:00.000Z,USD,low,1,-1,-3.4%,-5.0%,-2.4%
2022-06-21T14:00:00.000Z,USD,high,1,-1,5.41M,5.3M,5.61M
2022-06-21T14:20:00.000Z,NZD,low,0,0,-1.3%,,1.5%
2022-06-21T15:00:00.000Z,USD,med,0,0,,,
2022-06-21T15:30:00.000Z,USD,low,0,0,1.67%,,1.64%
2022-06-21T15:30:00.000Z,USD,low,0,0,2.39%,,2.16%
2022-06-21T19:30:00.000Z,USD,med,0,0,,,
2022-06-21T22:45:00.000Z,NZD,low,0,-1,6.69B,,5.73B
2022-06-21T22:45:00.000Z,NZD,low,0,-1,6.95B,,6.31B
2022-06-21T22:45:00.000Z,NZD,med,-1,-1,263.0M,328.0M,584.0M
2022-06-21T23:50:00.000Z,JPY,med,0,0,,,
2022-06-22T01:30:00.000Z,AUD,low,1,1,-0.06%,-0.1%,-0.2%
2022-06-22T03:00:00.000Z,NZD,low,0,1,2.2%,,1.1%
2022-06-22T06:00:00.000Z,GBP,low,-1,0,0.5%,0.7%,0.7%
2022-06-22T06:00:00.000Z,GBP,low,1,1,15.7%,15.0%,14.0%
2022-06-22T06:00:00.000Z,GBP,low,1,1,22.1%,18.9%,18.6%
2022-06-22T06:00:00.000Z,GBP,low,1,1,2.1%,1.5%,1.1%
2022-06-22T06:00:00.000Z,GBP,low,-1,1,1.6%,1.8%,2.3%
2022-06-22T06:00:00.000Z,GBP,med,-1,0,5.9%,6.1%,6.2%
2022-06-22T06:00:00.000Z,GBP,med,-1,0,0.7%,0.8%,2.5%
2022-06-22T06:00:00.000Z,GBP,high,-1,0,9.1%,9.2%,9.0%
2022-06-22T06:00:00.000Z,GBP,low,1,1,14.8%,12.7%,13.0%
2022-06-22T06:00:00.000Z,GBP,low,1,1,1.5%,0.5%,1.6%
2022-06-22T06:00:00.000Z,GBP,low,1,0,0.7%,0.6%,3.4%
2022-06-22T06:00:00.000Z,GBP,low,1,0,11.7%,11.5%,11.1%
2022-06-22T07:00:00.000Z,EUR,med,0,0,,,
2022-06-22T07:00:00.000Z,CHF,med,1,0,19.0B,9.4B,14.0B
2022-06-22T07:00:00.000Z,EUR,low,0,0,,,
2022-06-22T07:35:00.000Z,EUR,low,0,0,,,
2022-06-22T08:40:00.000Z,GBP,low,0,0,,,
2022-06-22T09:30:00.000Z,EUR,low,0,0,1.91%,,1.15%
2022-06-22T11:00:00.000Z,USD,low,0,0,4.2%,,6.6%
2022-06-22T11:00:00.000Z,USD,low,0,0,5.98%,,5.65%
2022-06-22T11:00:00.000Z,USD,low,0,0,712.7,,735.5
2022-06-22T11:00:00.000Z,USD,low,0,0,320.4,,307.4
2022-06-22T11:00:00.000Z,USD,low,0,0,242.8,,225.0
2022-06-22T12:30:00.000Z,CAD,med,1,0,6.1%,5.8%,5.7%
2022-06-22T12:30:00.000Z,CAD,med,1,0,1.4%,0.8%,0.6%
2022-06-22T12:30:00.000Z,CAD,high,1,0,7.7%,7.0%,6.8%
2022-06-22T12:30:00.000Z,CAD,low,-1,1,5.4%,5.5%,5.1%
2022-06-22T12:30:00.000Z,CAD,low,1,1,4.9%,4.8%,4.4%
2022-06-22T12:30:00.000Z,CAD,low,1,0,0.8%,0.6%,0.7%
2022-06-22T12:30:00.000Z,EUR,low,0,0,,,
2022-06-22T12:55:00.000Z,USD,low,0,0,12.8%,,11.4%
2022-06-22T13:00:00.000Z,CHF,low,0,0,,,
2022-06-22T13:00:00.000Z,CHF,low,0,0,,,
2022-06-22T13:30:00.000Z,USD,high,0,0,,,
2022-06-22T14:00:00.000Z,EUR,med,-1,0,-23.6,-21.9,-21.1
2022-06-22T14:40:00.000Z,CAD,low,0,0,,,
2022-06-22T15:30:00.000Z,USD,low,0,0,0.0%,,0.0%
2022-06-22T16:00:00.000Z,CAD,low,0,0,3.31%,,2.72%
2022-06-22T16:50:00.000Z,USD,med,0,0,,,
2022-06-22T17:00:00.000Z,USD,low,0,0,3.49%,,3.29%
2022-06-22T17:30:00.000Z,USD,med,0,0,,,
2022-06-22T17:30:00.000Z,USD,med,0,0,,,
2022-06-22T20:30:00.000Z,USD,med,0,0,5.61M,,0.74M
2022-06-22T23:00:00.000Z,AUD,low,1,0,52.6,52.0,52.9
2022-06-22T23:00:00.000Z,AUD,med,1,0,52.6,52.3,53.2
2022-06-22T23:00:00.000Z,AUD,med,1,0,55.8,55.0,55.7
2022-06-22T23:50:00.000Z,JPY,low,0,-1,-942.5B,,206.4B
2022-06-22T23:50:00.000Z,JPY,low,0,1,-496.7B,,-867.2B
2022-06-23,CNY,med,0,0,,,
2022-06-23T00:30:00.000Z,JPY,med,-1,0,52.7,53.1,53.3
2022-06-23T00:30:00.000Z,JPY,low,1,1,53.2,51.9,51.4
2022-06-23T00:30:00.000Z,JPY,med,1,0,54.2,52.3,52.6
2022-06-23T03:35:00.000Z,JPY,low,0,0,0.91%,,0.76%
2022-06-23T06:00:00.000Z,GBP,low,-1,-1,-13.99B,-13.4B,-18.6B
2022-06-23T06:00:00.000Z,GBP,low,-1,1,-13.2B,-17.9B,-17.8B
2022-06-23T06:45:00.000Z,EUR,med,1,0,108.0,104.0,106.0
2022-06-23T06:45:00.000Z,EUR,low,0,0,104.0,104.0,106.0
2022-06-23T07:00:00.000Z,EUR,med,0,0,,,
2022-06-23T07:15:00.000Z,EUR,low,-1,0,52.8,56.4,57.0
2022-06-23T07:15:00.000Z,EUR,med,-1,0,54.4,56.8,58.3
2022-06-23T07:15:00.000Z,EUR,med,-1,0,51.0,54.2,54.6
2022-06-23T07:30:00.000Z,EUR,low,-1,0,51.3,52.9,53.7
2022-06-23T07:30:00.000Z,EUR,med,-1,0,52.4,54.1,55.0
2022-06-23T07:30:00.000Z,EUR,high,-1,0,52.0,53.7,54.8
2022-06-23T08:00:00.000Z,EUR,low,-1,0,51.9,54.2,54.8
2022-06-23T08:00:00.000Z,EUR,med,-1,0,52.0,54.0,54.6
2022-06-23T08:00:00.000Z,EUR,med,-1,0,52.8,55.8,56.1
2022-06-23T08:30:00.000Z,GBP,med,1,0,53.4,52.8,53.4
2022-06-23T08:30:00.000Z,GBP,high,-1,0,53.4,54.2,54.6
2022-06-23T08:30:00.000Z,GBP,low,1,0,53.1,52.3,53.1
2022-06-23T10:00:00.000Z,GBP,med,1,0,-5.0,-9.0,-1.0
2022-06-23T12:30:00.000Z,USD,med,-1,-1,-291.4B,-275.0B,-217.9B
2022-06-23T12:30:00.000Z,USD,low,-1,-1,223.5k,215.0k,218.5k
2022-06-23T12:30:00.000Z,USD,low,1,1,"1,315.0k","1,318.0k","1,312.0k"
2022-06-23T12:30:00.000Z,USD,med,-1,-1,229.0k,227.0k,229.0k
2022-06-23T12:30:00.000Z,CAD,low,1,0,2.0%,-0.1%,-0.5%
2022-06-23T12:30:00.000Z,CAD,low,-1,0,-2.5%,2.8%,1.7%
2022-06-23T12:30:00.000Z,EUR,low,0,0,,,
2022-06-23T13:45:00.000Z,USD,med,-1,0,52.4,56.0,57.0
2022-06-23T13:45:00.000Z,USD,med,-1,0,51.6,53.0,53.4
2022-06-23T13:45:00.000Z,USD,med,-1,0,51.2,52.8,53.6
2022-06-23T14:00:00.000Z,USD,high,0,0,,,
2022-06-23T14:30:00.000Z,USD,low,0,0,74.0Bcf,,92.0Bcf
2022-06-23T14:30:00.000Z,EUR,low,0,0,,,
2022-06-23T15:00:00.000Z,USD,low,-1,0,12.0,24.0,23.0
